t,robot_id,x,y,battery,workload,state
70.500,r03,0.608129,1.315455,0.474774,0,NAVIGATE
70.500,r04,0.731120,1.279764,0.964498,0,NAVIGATE
70.500,r05,0.550261,0.523891,0.236229,1,EXECUTE
70.500,r06,0.921617,1.161273,0.848985,0,NAVIGATE
71.000,r00,0.612024,0.509549,0.365388,2,EXECUTE
71.000,r01,0.783997,1.228540,0.594909,0,NAVIGATE
71.000,r02,0.605358,0.524978,0.733433,1,EXECUTE
71.000,r03,0.607458,1.355450,0.474358,0,NAVIGATE
71.000,r04,0.770489,1.286841,0.964082,0,NAVIGATE
71.000,r05,0.550261,0.523891,0.236189,1,EXECUTE
71.000,r06,0.934095,1.199277,0.848569,0,NAVIGATE
71.500,r00,0.612024,0.509549,0.365348,2,EXECUTE
71.500,r01,0.789654,1.243507,0.594718,0,NAVIGATE
71.500,r02,0.605358,0.524978,0.733393,1,EXECUTE
71.500,r03,0.606787,1.395444,0.473942,0,NAVIGATE
71.500,r04,0.809858,1.293918,0.963666,0,NAVIGATE
71.500,r05,0.550261,0.523891,0.236149,1,EXECUTE
71.500,r06,0.946573,1.237280,0.848153,0,NAVIGATE
72.000,r00,0.612024,0.509549,0.365308,2,EXECUTE
72.000,r01,0.803797,1.280923,0.594302,0,NAVIGATE
72.000,r02,0.605358,0.524978,0.733353,1,EXECUTE
72.000,r03,0.606116,1.435438,0.473526,0,NAVIGATE
72.000,r04,0.849227,1.300995,0.963250,0,NAVIGATE
72.000,r05,0.550261,0.523891,0.236109,1,EXECUTE
72.000,r06,0.959051,1.275284,0.847737,0,NAVIGATE
72.500,r00,0.612024,0.509549,0.365268,2,EXECUTE
72.500,r01,0.817940,1.318339,0.593886,0,NAVIGATE
72.500,r02,0.605358,0.524978,0.733313,1,EXECUTE
72.500,r03,0.605445,1.475433,0.473110,0,NAVIGATE
72.500,r04,0.888596,1.308072,0.962834,0,NAVIGATE
72.500,r05,0.550261,0.523891,0.236069,1,EXECUTE
72.500,r06,0.971529,1.313288,0.847321,0,NAVIGATE
73.000,r00,0.612024,0.509549,0.365228,2,EXECUTE
73.000,r01,0.832083,1.355756,0.593470,0,NAVIGATE
73.000,r02,0.605358,0.524978,0.733273,1,EXECUTE
73.000,r03,0.604774,1.515427,0.472694,0,NAVIGATE
73.000,r04,0.927965,1.315149,0.962418,0,NAVIGATE
73.000,r05,0.550261,0.523891,0.236029,1,EXECUTE
73.000,r06,0.984007,1.351292,0.846905,0,NAVIGATE
73.500,r00,0.612024,0.509549,0.365188,2,EXECUTE
73.500,r01,0.846226,1.393172,0.593054,0,NAVIGATE
73.500,r02,0.605358,0.524978,0.733233,1,EXECUTE
73.500,r03,0.604103,1.555421,0.472278,0,NAVIGATE
73.500,r04,0.967334,1.322225,0.962002,0,NAVIGATE
73.500,r05,0.550261,0.523891,0.235989,1,EXECUTE
73.500,r06,0.991494,1.374095,0.846639,0,EXECUTE
74.000,r00,0.612024,0.509549,0.365148,2,EXECUTE
74.000,r01,0.860368,1.430588,0.592638,0,NAVIGATE
74.000,r02,0.605358,0.524978,0.733193,1,EXECUTE
74.000,r03,0.603432,1.595416,0.471862,0,NAVIGATE
74.000,r04,1.006703,1.329302,0.961586,0,NAVIGATE
74.000,r05,0.550261,0.523891,0.235949,1,EXECUTE
74.000,r06,0.991494,1.374095,0.846599,0,EXECUTE
74.500,r00,0.612024,0.509549,0.365108,2,EXECUTE
74.500,r01,0.874511,1.468005,0.592222,0,NAVIGATE
74.500,r02,0.605358,0.524978,0.733153,1,EXECUTE
74.500,r03,0.602761,1.635410,0.471446,0,NAVIGATE
74.500,r04,1.046072,1.336379,0.961170,0,NAVIGATE
74.500,r05,0.550261,0.523891,0.235909,1,EXECUTE
74.500,r06,0.991494,1.374095,0.846559,0,EXECUTE
75.000,r00,0.612024,0.509549,0.365068,2,EXECUTE
75.000,r01,0.888654,1.505421,0.591806,0,NAVIGATE
75.000,r02,0.605358,0.524978,0.733113,1,EXECUTE
75.000,r03,0.602090,1.675404,0.471030,0,NAVIGATE
75.000,r04,1.085441,1.343456,0.960754,0,NAVIGATE
75.000,r05,0.550261,0.523891,0.235869,1,EXECUTE
75.000,r06,0.991494,1.374095,0.846519,0,EXECUTE
75.500,r00,0.612024,0.509549,0.365028,2,EXECUTE
75.500,r01,0.902797,1.542837,0.591390,0,NAVIGATE
75.500,r02,0.605358,0.524978,0.733073,1,EXECUTE
75.500,r03,0.601419,1.715399,0.470614,0,NAVIGATE
75.500,r04,1.124810,1.350533,0.960338,0,NAVIGATE
75.500,r05,0.550261,0.523891,0.235829,1,EXECUTE
75.500,r06,0.991494,1.374095,0.846479,0,EXPLORE
76.000,r00,0.612024,0.509549,0.364988,2,EXECUTE
76.000,r01,0.916939,1.580254,0.590974,0,NAVIGATE
76.000,r02,0.605358,0.524978,0.733033,1,EXECUTE
76.000,r03,0.600748,1.755393,0.470198,0,NAVIGATE
76.000,r04,1.164179,1.357610,0.959922,0,NAVIGATE
76.000,r05,0.550261,0.523891,0.235789,1,EXECUTE
76.000,r06,0.991494,1.374095,0.846439,0,EXPLORE
76.500,r00,0.612024,0.509549,0.364948,2,EXECUTE
76.500,r01,0.931082,1.617670,0.590558,0,NAVIGATE
76.500,r02,0.605358,0.524978,0.732993,1,EXECUTE
76.500,r03,0.600480,1.771391,0.470007,0,EXECUTE
76.500,r04,1.203548,1.364686,0.959506,0,NAVIGATE
76.500,r05,0.550261,0.523891,0.235749,1,EXECUTE
76.500,r06,0.991494,1.374095,0.846399,0,EXPLORE
77.000,r00,0.612024,0.509549,0.364908,1,NAVIGATE
77.000,r01,0.945225,1.655086,0.590142,0,NAVIGATE
77.000,r02,0.605358,0.524978,0.732953,0,EXPLORE
77.000,r03,0.600480,1.771391,0.469967,0,EXECUTE
77.000,r04,1.242917,1.371763,0.959090,0,NAVIGATE
77.000,r05,0.550261,0.523891,0.235709,0,EXPLORE
77.000,r06,0.977052,1.345539,0.846059,0,EXPLORE
77.500,r00,0.612024,0.509549,0.364868,1,NAVIGATE
77.500,r01,0.959368,1.692503,0.589726,0,NAVIGATE
77.500,r02,0.605358,0.524978,0.732913,0,EXPLORE
77.500,r03,0.600480,1.771391,0.469927,0,EXECUTE
77.500,r04,1.282286,1.378840,0.958674,0,NAVIGATE
77.500,r05,0.550261,0.523891,0.235669,0,EXPLORE
77.500,r06,0.977052,1.345539,0.846019,0,NAVIGATE
78.000,r00,0.612024,0.509549,0.364828,1,NAVIGATE
78.000,r01,0.973510,1.729919,0.589310,0,NAVIGATE
78.000,r02,0.605358,0.524978,0.732873,0,EXPLORE
78.000,r03,0.600480,1.771391,0.469887,0,EXECUTE
78.000,r04,1.321655,1.385917,0.958258,0,NAVIGATE
78.000,r05,0.550261,0.523891,0.235629,0,EXPLORE
78.000,r06,0.977052,1.345539,0.845979,0,NAVIGATE
78.500,r00,0.601570,0.487946,0.364562,1,NAVIGATE
78.500,r01,0.987653,1.767335,0.588894,0,NAVIGATE
78.500,r02,0.605358,0.524978,0.732833,0,NAVIGATE
78.500,r03,0.600480,1.771391,0.469847,0,EXPLORE
78.500,r04,1.361024,1.392994,0.957842,0,NAVIGATE
78.500,r05,0.566970,0.541119,0.235363,0,EXPLORE
78.500,r06,0.977373,1.329542,0.845788,0,NAVIGATE
79.000,r00,0.584148,0.451940,0.364146,1,NAVIGATE
79.000,r01,0.987653,1.767335,0.588854,0,EXECUTE
79.000,r02,0.605358,0.524978,0.732793,0,NAVIGATE
79.000,r03,0.600480,1.771391,0.469807,0,EXPLORE
79.000,r04,1.368898,1.394409,0.957726,0,EXECUTE
79.000,r05,0.594819,0.569832,0.234947,0,EXPLORE
79.000,r06,0.978174,1.289550,0.845372,0,NAVIGATE
79.500,r00,0.566725,0.415934,0.363730,1,NAVIGATE
79.500,r01,0.987653,1.767335,0.588814,0,EXECUTE
79.500,r02,0.619091,0.533187,0.732602,0,NAVIGATE
79.500,r03,0.600480,1.771391,0.469767,0,EXPLORE
79.500,r04,1.368898,1.394409,0.957686,0,EXECUTE
79.500,r05,0.594819,0.569832,0.234907,0,NAVIGATE
79.500,r06,0.978975,1.249558,0.844956,0,NAVIGATE
80.000,r00,0.549302,0.379927,0.363314,1,NAVIGATE
80.000,r01,0.987653,1.767335,0.588774,0,EXECUTE
80.000,r02,0.653425,0.553711,0.732186,0,NAVIGATE
80.000,r03,0.571151,1.744192,0.469351,0,EXPLORE
80.000,r04,1.368898,1.394409,0.957646,0,EXECUTE
80.000,r05,0.594819,0.569832,0.234867,0,NAVIGATE
80.000,r06,0.979776,1.209566,0.844540,0,NAVIGATE
80.500,r00,0.531879,0.343921,0.362898,1,NAVIGATE
80.500,r01,0.987653,1.767335,0.588734,0,EXECUTE
80.500,r02,0.687758,0.574235,0.731770,0,NAVIGATE
80.500,r03,0.571151,1.744192,0.469311,0,NAVIGATE
80.500,r04,1.368898,1.394409,0.957606,0,EXECUTE
80.500,r05,0.609359,0.563154,0.234677,0,NAVIGATE
80.500,r06,0.980577,1.169574,0.844124,0,NAVIGATE
81.000,r00,0.514456,0.307915,0.362482,1,NAVIGATE
81.000,r01,0.987653,1.767335,0.588694,0,EXPLORE
81.000,r02,0.722091,0.594759,0.731354,0,NAVIGATE
81.000,r03,0.571151,1.744192,0.469271,0,NAVIGATE
81.000,r04,1.368898,1.394409,0.957566,0,EXPLORE
81.000,r05,0.645708,0.546458,0.234261,0,NAVIGATE
81.000,r06,0.981378,1.129582,0.843708,0,NAVIGATE
81.500,r00,0.510971,0.300714,0.362367,1,EXECUTE
81.500,r01,0.987653,1.767335,0.588654,0,EXPLORE
81.500,r02,0.756424,0.615282,0.730938,0,NAVIGATE
81.500,r03,0.571449,1.728195,0.469081,0,NAVIGATE
81.500,r04,1.368898,1.394409,0.957526,0,EXPLORE
81.500,r05,0.682057,0.529763,0.233845,0,NAVIGATE
81.500,r06,0.982180,1.089590,0.843292,0,NAVIGATE
82.000,r00,0.510971,0.300714,0.362327,1,EXECUTE
82.000,r01,0.999285,1.756348,0.588464,0,EXPLORE
82.000,r02,0.790758,0.635806,0.730522,0,NAVIGATE
82.000,r03,0.572197,1.688202,0.468665,0,NAVIGATE
82.000,r04,1.361780,1.390758,0.957411,0,EXPLORE
82.000,r05,0.718406,0.513067,0.233429,0,NAVIGATE
82.000,r06,0.982981,1.049598,0.842876,0,NAVIGATE
82.500,r00,0.510971,0.300714,0.362287,1,EXECUTE
82.500,r01,1.028363,1.728881,0.588048,0,EXPLORE
82.500,r02,0.825091,0.656330,0.730106,0,NAVIGATE
82.500,r03,0.572944,1.648209,0.468249,0,NAVIGATE
82.500,r04,1.361780,1.390758,0.957371,0,NAVIGATE
82.500,r05,0.754755,0.496371,0.233013,0,NAVIGATE
82.500,r06,0.983782,1.009606,0.842460,0,NAVIGATE
83.000,r00,0.510971,0.300714,0.362247,1,EXECUTE
83.000,r01,1.057441,1.701414,0.587632,0,EXPLORE
83.000,r02,0.859424,0.676854,0.729690,0,NAVIGATE
83.000,r03,0.573691,1.608216,0.467833,0,NAVIGATE
83.000,r04,1.361780,1.390758,0.957331,0,NAVIGATE
83.000,r05,0.791104,0.479676,0.232597,0,NAVIGATE
83.000,r06,0.984583,0.969614,0.842044,0,NAVIGATE
83.500,r00,0.510971,0.300714,0.362207,1,EXECUTE
83.500,r01,1.057441,1.701414,0.587592,0,NAVIGATE
83.500,r02,0.893758,0.697378,0.729274,0,NAVIGATE
83.500,r03,0.574438,1.568223,0.467417,0,NAVIGATE
83.500,r04,1.362552,1.374777,0.957141,0,NAVIGATE
83.500,r05,0.827453,0.462980,0.232181,0,NAVIGATE
83.500,r06,0.985384,0.929622,0.841628,0,NAVIGATE
84.000,r00,0.510971,0.300714,0.362167,1,EXECUTE
84.000,r01,1.057441,1.701414,0.587552,0,NAVIGATE
84.000,r02,0.928091,0.717901,0.728858,0,NAVIGATE
84.000,r03,0.575185,1.528230,0.467001,0,NAVIGATE
84.000,r04,1.364483,1.334823,0.956725,0,NAVIGATE
84.000,r05,0.863802,0.446284,0.231765,0,NAVIGATE
84.000,r06,0.986185,0.889630,0.841212,0,NAVIGATE
84.500,r00,0.510971,0.300714,0.362127,1,EXECUTE
84.500,r01,1.066386,1.688147,0.587362,0,NAVIGATE
84.500,r02,0.962424,0.738425,0.728442,0,NAVIGATE
84.500,r03,0.575932,1.488237,0.466585,0,NAVIGATE
84.500,r04,1.366415,1.294870,0.956309,0,NAVIGATE
84.500,r05,0.900151,0.429588,0.231349,0,NAVIGATE
84.500,r06,0.986986,0.849638,0.840796,0,NAVIGATE
85.000,r00,0.510971,0.300714,0.362087,1,EXECUTE
85.000,r01,1.088746,1.654981,0.586946,0,NAVIGATE
85.000,r02,0.996757,0.758949,0.728026,0,NAVIGATE
85.000,r03,0.576680,1.448244,0.466169,0,NAVIGATE
85.000,r04,1.368346,1.254917,0.955893,0,NAVIGATE
85.000,r05,0.936500,0.412893,0.230933,0,NAVIGATE
85.000,r06,0.987787,0.809646,0.840380,0,NAVIGATE
85.500,r00,0.510971,0.300714,0.362047,1,EXECUTE
85.500,r01,1.111106,1.621815,0.586530,0,NAVIGATE
85.500,r02,0.996757,0.758949,0.727986,1,NAVIGATE
85.500,r03,0.577427,1.408251,0.465753,0,NAVIGATE
85.500,r04,1.370277,1.214963,0.955477,0,NAVIGATE
85.500,r05,0.972850,0.396197,0.230517,0,NAVIGATE
85.500,r06,0.988589,0.769654,0.839964,0,NAVIGATE
86.000,r00,0.510971,0.300714,0.362007,1,EXECUTE
86.000,r01,1.133467,1.588648,0.586114,0,NAVIGATE
86.000,r02,0.996757,0.758949,0.727946,1,NAVIGATE
86.000,r03,0.578174,1.368258,0.465337,0,NAVIGATE
86.000,r04,1.372208,1.175010,0.955061,0,NAVIGATE
86.000,r05,1.009199,0.379501,0.230101,0,NAVIGATE
86.000,r06,0.989390,0.729662,0.839548,0,NAVIGATE
86.500,r00,0.510971,0.300714,0.361967,1,EXECUTE
86.500,r01,1.155827,1.555482,0.585698,0,NAVIGATE
86.500,r02,1.009475,0.749240,0.727756,1,NAVIGATE
86.500,r03,0.578921,1.328265,0.464921,0,NAVIGATE
86.500,r04,1.374139,1.135056,0.954645,0,NAVIGATE
86.500,r05,1.045548,0.362806,0.229685,0,NAVIGATE
86.500,r06,0.990191,0.689670,0.839132,0,NAVIGATE
87.000,r00,0.510971,0.300714,0.361927,1,EXECUTE
87.000,r01,1.178187,1.522315,0.585282,0,NAVIGATE
87.000,r02,1.041268,0.724967,0.727340,1,NAVIGATE
87.000,r03,0.579668,1.288272,0.464505,0,NAVIGATE
87.000,r04,1.376070,1.095103,0.954229,0,NAVIGATE
87.000,r05,1.081897,0.346110,0.229269,0,NAVIGATE
87.000,r06,0.990992,0.649678,0.838716,0,NAVIGATE
87.500,r00,0.510971,0.300714,0.361887,1,EXECUTE
87.500,r01,1.200548,1.489149,0.584866,0,NAVIGATE
87.500,r02,1.073062,0.700694,0.726924,1,NAVIGATE
87.500,r03,0.580415,1.248278,0.464089,0,NAVIGATE
87.500,r04,1.378001,1.055150,0.953813,0,NAVIGATE
87.500,r05,1.118246,0.329414,0.228853,0,NAVIGATE
87.500,r06,0.991793,0.609686,0.838300,0,NAVIGATE
88.000,r00,0.510971,0.300714,0.361847,1,EXECUTE
88.000,r01,1.222908,1.455982,0.584450,0,NAVIGATE
88.000,r02,1.104855,0.676421,0.726508,1,NAVIGATE
88.000,r03,0.581163,1.208285,0.463673,0,NAVIGATE
88.000,r04,1.379932,1.015196,0.953397,0,NAVIGATE
88.000,r05,1.154595,0.312719,0.228437,0,NAVIGATE
88.000,r06,0.992594,0.569694,0.837884,0,NAVIGATE
88.500,r00,0.510971,0.300714,0.361807,1,EXECUTE
88.500,r01,1.245269,1.422816,0.584034,0,NAVIGATE
88.500,r02,1.136649,0.652148,0.726092,1,NAVIGATE
88.500,r03,0.581910,1.168292,0.463257,0,NAVIGATE
88.500,r04,1.381863,0.975243,0.952981,0,NAVIGATE
88.500,r05,1.190944,0.296023,0.228021,0,NAVIGATE
88.500,r06,0.993395,0.529702,0.837468,0,NAVIGATE
89.000,r00,0.510971,0.300714,0.361767,1,EXECUTE
89.000,r01,1.267629,1.389649,0.583618,0,NAVIGATE
89.000,r02,1.162083,0.632730,0.725751,1,EXECUTE
89.000,r03,0.582657,1.128299,0.462841,0,NAVIGATE
89.000,r04,1.383794,0.935290,0.952565,0,NAVIGATE
89.000,r05,1.227293,0.279327,0.227605,0,NAVIGATE
89.000,r06,0.994196,0.489710,0.837052,0,NAVIGATE
89.500,r00,0.510971,0.300714,0.361727,1,EXECUTE
89.500,r01,1.289989,1.356483,0.583202,0,NAVIGATE
89.500,r02,1.162083,0.632730,0.725711,1,EXECUTE
89.500,r03,0.583404,1.088306,0.462425,0,NAVIGATE
89.500,r04,1.385725,0.895336,0.952149,0,NAVIGATE
89.500,r05,1.263642,0.262631,0.227189,0,NAVIGATE
89.500,r06,0.994998,0.449719,0.836636,0,NAVIGATE
90.000,r00,0.510971,0.300714,0.361687,1,EXECUTE
90.000,r01,1.312350,1.323316,0.582786,0,NAVIGATE
90.000,r02,1.162083,0.632730,0.725671,1,EXECUTE
90.000,r03,0.584151,1.048313,0.462009,0,NAVIGATE
90.000,r04,1.387656,0.855383,0.951733,0,NAVIGATE
90.000,r05,1.299991,0.245936,0.226773,0,NAVIGATE
90.000,r06,0.995799,0.409727,0.836220,0,NAVIGATE
90.500,r00,0.510971,0.300714,0.361647,1,EXECUTE
90.500,r01,1.334710,1.290150,0.582370,0,NAVIGATE
90.500,r02,1.162083,0.632730,0.725631,1,EXECUTE
90.500,r03,0.584899,1.008320,0.461593,0,NAVIGATE
90.500,r04,1.389588,0.815430,0.951317,0,NAVIGATE
90.500,r05,1.336340,0.229240,0.226357,0,NAVIGATE
90.500,r06,0.996600,0.369735,0.835804,0,NAVIGATE
91.000,r00,0.510971,0.300714,0.361607,1,EXECUTE
91.000,r01,1.357070,1.256984,0.581954,0,NAVIGATE
91.000,r02,1.162083,0.632730,0.725591,1,EXECUTE
91.000,r03,0.585646,0.968327,0.461177,0,NAVIGATE
91.000,r04,1.391519,0.775476,0.950901,0,NAVIGATE
91.000,r05,1.372689,0.212544,0.225941,0,NAVIGATE
91.000,r06,0.997401,0.329743,0.835388,0,NAVIGATE
91.500,r00,0.510971,0.300714,0.361567,1,EXECUTE
91.500,r01,1.379431,1.223817,0.581538,0,NAVIGATE
91.500,r02,1.162083,0.632730,0.725551,1,EXECUTE
91.500,r03,0.586393,0.928334,0.460761,0,NAVIGATE
91.500,r04,1.393450,0.735523,0.950485,0,NAVIGATE
91.500,r05,1.372689,0.212544,0.225901,0,EXECUTE
91.500,r06,0.998202,0.289751,0.834972,0,NAVIGATE
92.000,r00,0.510971,0.300714,0.361527,1,EXECUTE
92.000,r01,1.401791,1.190651,0.581122,0,NAVIGATE
92.000,r02,1.162083,0.632730,0.725511,1,EXECUTE
92.000,r03,0.587140,0.888341,0.460345,0,NAVIGATE
92.000,r04,1.395381,0.695569,0.950069,0,NAVIGATE
92.000,r05,1.372689,0.212544,0.225861,0,EXECUTE
92.000,r06,0.999003,0.249759,0.834556,0,NAVIGATE
92.500,r00,0.510971,0.300714,0.361487,1,EXECUTE
92.500,r01,1.424152,1.157484,0.580706,0,NAVIGATE
92.500,r02,1.162083,0.632730,0.725471,1,EXECUTE
92.500,r03,0.587887,0.848348,0.459929,0,NAVIGATE
92.500,r04,1.397312,0.655616,0.949653,0,NAVIGATE
92.500,r05,1.372689,0.212544,0.225821,0,EXECUTE
92.500,r06,0.999324,0.233762,0.834366,0,EXECUTE
93.000,r00,0.510971,0.300714,0.361447,1,EXECUTE
93.000,r01,1.446512,1.124318,0.580290,0,NAVIGATE
93.000,r02,1.162083,0.632730,0.725431,1,EXECUTE
93.000,r03,0.588634,0.808355,0.459513,0,NAVIGATE
93.000,r04,1.398471,0.631644,0.949387,0,EXECUTE
93.000,r05,1.372689,0.212544,0.225781,0,EXECUTE
93.000,r06,0.999324,0.233762,0.834326,0,EXECUTE
93.500,r00,0.510971,0.300714,0.361407,1,EXECUTE
93.500,r01,1.468872,1.091151,0.579874,0,NAVIGATE
93.500,r02,1.162083,0.632730,0.725391,1,EXECUTE
93.500,r03,0.589382,0.768362,0.459097,0,NAVIGATE
93.500,r04,1.398471,0.631644,0.949347,0,EXECUTE
93.500,r05,1.372689,0.212544,0.225741,0,EXPLORE
93.500,r06,0.999324,0.233762,0.834286,0,EXECUTE
94.000,r00,0.510971,0.300714,0.361367,1,EXECUTE
94.000,r01,1.468872,1.091151,0.579834,1,NAVIGATE
94.000,r02,1.162083,0.632730,0.725351,1,EXECUTE
94.000,r03,0.590129,0.728369,0.458681,0,NAVIGATE
94.000,r04,1.398471,0.631644,0.949307,0,EXECUTE
94.000,r05,1.372689,0.212544,0.225701,0,EXPLORE
94.000,r06,0.999324,0.233762,0.834246,0,EXECUTE
94.500,r00,0.510971,0.300714,0.361327,1,EXECUTE
94.500,r01,1.468872,1.091151,0.579794,1,NAVIGATE
94.500,r02,1.162083,0.632730,0.725311,1,EXECUTE
94.500,r03,0.590876,0.688376,0.458265,0,NAVIGATE
94.500,r04,1.398471,0.631644,0.949267,0,EXECUTE
94.500,r05,1.372689,0.212544,0.225661,0,NAVIGATE
94.500,r06,0.999324,0.233762,0.834206,0,EXPLORE
95.000,r00,0.510971,0.300714,0.361287,1,EXECUTE
95.000,r01,1.455675,1.100198,0.579603,1,NAVIGATE
95.000,r02,1.162083,0.632730,0.725271,1,EXECUTE
95.000,r03,0.591623,0.648383,0.457849,0,NAVIGATE
95.000,r04,1.398471,0.631644,0.949227,0,EXPLORE
95.000,r05,1.372689,0.212544,0.225621,0,NAVIGATE
95.000,r06,0.999324,0.233762,0.834166,0,EXPLORE
95.500,r00,0.510971,0.300714,0.361247,1,EXECUTE
95.500,r01,1.422683,1.122814,0.579187,1,NAVIGATE
95.500,r02,1.162083,0.632730,0.725231,1,EXECUTE
95.500,r03,0.592370,0.608390,0.457433,0,NAVIGATE
95.500,r04,1.398471,0.631644,0.949187,0,EXPLORE
95.500,r05,1.372964,0.228542,0.225430,0,NAVIGATE
95.500,r06,0.999324,0.233762,0.834126,0,EXPLORE
96.000,r00,0.510971,0.300714,0.361207,1,EXECUTE
96.000,r01,1.389690,1.145430,0.578771,1,NAVIGATE
96.000,r02,1.162083,0.632730,0.725191,1,EXECUTE
96.000,r03,0.593117,0.568397,0.457017,0,NAVIGATE
96.000,r04,1.398471,0.631644,0.949147,0,EXPLORE
96.000,r05,1.373652,0.268536,0.225014,0,NAVIGATE
96.000,r06,0.987532,0.244577,0.833935,0,NAVIGATE
96.500,r00,0.510971,0.300714,0.361167,0,EXPLORE
96.500,r01,1.356698,1.168047,0.578355,1,NAVIGATE
96.500,r02,1.162083,0.632730,0.725151,1,EXECUTE
96.500,r03,0.593865,0.528404,0.456601,0,NAVIGATE
96.500,r04,1.398471,0.631644,0.949107,0,NAVIGATE
96.500,r05,1.374340,0.308530,0.224598,0,NAVIGATE
96.500,r06,0.987532,0.244577,0.833895,0,NAVIGATE
97.000,r00,0.510971,0.300714,0.361127,0,EXPLORE
97.000,r01,1.323705,1.190663,0.577939,1,NAVIGATE
97.000,r02,1.162083,0.632730,0.725111,1,EXECUTE
97.000,r03,0.594612,0.488411,0.456185,0,NAVIGATE
97.000,r04,1.398471,0.631644,0.949067,0,NAVIGATE
97.000,r05,1.375029,0.348524,0.224182,0,NAVIGATE
97.000,r06,0.987532,0.244577,0.833855,0,NAVIGATE
97.500,r00,0.518764,0.302523,0.361012,0,EXPLORE
97.500,r01,1.290713,1.213279,0.577523,1,NAVIGATE
97.500,r02,1.162083,0.632730,0.725071,1,EXECUTE
97.500,r03,0.595359,0.448418,0.455769,0,NAVIGATE
97.500,r04,1.410261,0.642460,0.948877,0,NAVIGATE
97.500,r05,1.375717,0.388518,0.223766,0,NAVIGATE
97.500,r06,1.024179,0.260608,0.833439,0,NAVIGATE
98.000,r00,0.557727,0.311570,0.360596,0,EXPLORE
98.000,r01,1.270917,1.226849,0.577258,1,EXECUTE
98.000,r02,1.162083,0.632730,0.725031,1,EXECUTE
98.000,r03,0.596106,0.408425,0.455353,0,NAVIGATE
98.000,r04,1.439736,0.669501,0.948461,0,NAVIGATE
98.000,r05,1.376405,0.428512,0.223350,0,NAVIGATE
98.000,r06,1.060826,0.276640,0.833023,0,NAVIGATE
98.500,r00,0.557727,0.311570,0.360556,0,NAVIGATE
98.500,r01,1.270917,1.226849,0.577218,1,EXECUTE
98.500,r02,1.162083,0.632730,0.724991,1,EXECUTE
98.500,r03,0.596853,0.368432,0.454937,0,NAVIGATE
98.500,r04,1.469212,0.696541,0.948045,0,NAVIGATE
98.500,r05,1.377093,0.468506,0.222934,0,NAVIGATE
98.500,r06,1.097472,0.292671,0.832607,0,NAVIGATE
99.000,r00,0.557727,0.311570,0.360516,0,NAVIGATE
99.000,r01,1.270917,1.226849,0.577178,1,EXECUTE
99.000,r02,1.162083,0.632730,0.724951,1,EXECUTE
99.000,r03,0.597600,0.328439,0.454521,0,NAVIGATE
99.000,r04,1.498688,0.723582,0.947629,0,NAVIGATE
99.000,r05,1.377781,0.508501,0.222518,0,NAVIGATE
99.000,r06,1.134119,0.308703,0.832191,0,NAVIGATE
99.500,r00,0.573663,0.310139,0.360325,0,NAVIGATE
99.500,r01,1.270917,1.226849,0.577138,1,EXECUTE
99.500,r02,1.162083,0.632730,0.724911,1,EXECUTE
99.500,r03,0.598348,0.288446,0.454105,0,NAVIGATE
99.500,r04,1.528163,0.750622,0.947213,0,NAVIGATE
99.500,r05,1.378469,0.548495,0.222102,0,NAVIGATE
99.500,r06,1.170766,0.324734,0.831775,0,NAVIGATE
100.000,r00,0.613503,0.306561,0.359909,0,NAVIGATE
100.000,r01,1.270917,1.226849,0.577098,1,EXECUTE
100.000,r02,1.162083,0.632730,0.724871,1,EXECUTE
100.000,r03,0.599095,0.248453,0.453689,0,NAVIGATE
100.000,r04,1.557639,0.777662,0.946797,0,NAVIGATE
100.000,r05,1.379157,0.588489,0.221686,0,NAVIGATE
100.000,r06,1.207413,0.340766,0.831359,0,NAVIGATE
100.500,r00,0.653342,0.302983,0.359493,0,NAVIGATE
100.500,r01,1.270917,1.226849,0.577058,1,EXECUTE
100.500,r02,1.162083,0.632730,0.724831,1,EXECUTE
100.500,r03,0.599394,0.232456,0.453499,0,EXECUTE
100.500,r04,1.587115,0.804703,0.946381,0,NAVIGATE
100.500,r05,1.379845,0.628483,0.221270,0,NAVIGATE
100.500,r06,1.244060,0.356797,0.830943,0,NAVIGATE
101.000,r00,0.693182,0.299405,0.359077,0,NAVIGATE
101.000,r01,1.270917,1.226849,0.577018,1,EXECUTE
101.000,r02,1.162083,0.632730,0.724791,1,EXECUTE
101.000,r03,0.599394,0.232456,0.453459,0,EXECUTE
101.000,r04,1.616590,0.831743,0.945965,0,NAVIGATE
101.000,r05,1.380533,0.668477,0.220854,0,NAVIGATE
101.000,r06,1.280707,0.372829,0.830527,0,NAVIGATE
101.500,r00,0.733022,0.295826,0.358661,0,NAVIGATE
101.500,r01,1.270917,1.226849,0.576978,1,EXECUTE
101.500,r02,1.162083,0.632730,0.724751,1,EXECUTE
101.500,r03,0.599394,0.232456,0.453419,0,EXECUTE
101.500,r04,1.646066,0.858784,0.945549,0,NAVIGATE
101.500,r05,1.381221,0.708471,0.220438,0,NAVIGATE
101.500,r06,1.317353,0.388861,0.830111,0,NAVIGATE
102.000,r00,0.772861,0.292248,0.358245,0,NAVIGATE
102.000,r01,1.270917,1.226849,0.576938,1,EXECUTE
102.000,r02,1.162083,0.632730,0.724711,1,EXECUTE
102.000,r03,0.599394,0.232456,0.453379,0,EXECUTE
